camera#,filename,recid,instance#,species,run#,block#,id,group_id,tagged_treatment,corrected_treatment,tagging_date,mother_tag_color,treatment_tag_color,holding_tank#,rack_tank#,testing_tank#,size#mm,converted#tgrabs,tracked#trex,checked#bt,finished,location,note,location(switch tank 21-22)
24248653,rec0000_colorchoice_20220801_103424.24248653,0,0,P.formosa,1,1,6,2,C,C,29.07.22,yellow,orange,S24,R079,12,,x,x,,x,bottom left,,bottom left
24248653,rec0003_colorchoice_20220801_125836.24248653,3,1,P.formosa,1,1,6,2,C,C,29.07.22,yellow,orange,S24,R079,12,,x,x,,x,bottom left,,bottom left
24248653,rec0006_colorchoice_20220801_144915.24248653,6,2,P.formosa,1,1,6,2,C,C,29.07.22,yellow,orange,S24,R079,12,,x,x,,x,bottom left,,bottom left
24248653,rec0009_colorchoice_20220801_163429.24248653,9,3,P.formosa,1,1,6,2,C,C,29.07.22,yellow,orange,S24,R079,12,,x,x,,x,bottom left,,bottom left
24248653,rec0012_colorchoice_20220802_103805.24248653,12,4,P.formosa,1,1,6,2,C,C,29.07.22,yellow,orange,S24,R079,12,,x,x,,x,bottom left,,bottom left
24248653,rec0015_colorchoice_20220802_123455.24248653,15,5,P.formosa,1,1,6,2,C,C,29.07.22,yellow,orange,S24,R079,12,,x,x,,x,bottom left,,bottom left
24248653,rec0018_colorchoice_20220802_140707.24248653,18,6,P.formosa,1,1,6,2,C,C,29.07.22,yellow,orange,S24,R079,12,,x,x,,x,bottom left,,bottom left
24248653,rec0021_colorchoice_20220802_163733.24248653,21,7,P.formosa,1,1,6,2,C,C,29.07.22,yellow,orange,S24,R079,12,,x,x,,x,bottom left,,bottom left
24248658,rec0001_doorchoice_20220801_103501.24248658,1,0,P.formosa,1,1,7,2,D,D,29.07.22,yellow,red,S24,R078,13,,,,,,top left,,top left
24248658,rec0004_doorchoice_20220801_125837.24248658,4,1,P.formosa,1,1,7,2,D,D,29.07.22,yellow,red,S24,R078,13,,,,,,top left,,top left
24248658,rec0007_doorchoice_20220801_144918.24248658,7,2,P.formosa,1,1,7,2,D,D,29.07.22,yellow,red,S24,R078,13,,,,,,top left,,top left
24248658,rec0010_doorchoice_20220801_163422.24248658,10,3,P.formosa,1,1,7,2,D,D,29.07.22,yellow,red,S24,R078,13,,,,,,top left,,top left
24248658,rec0013_doorchoice_20220802_103839.24248658,13,4,P.formosa,1,1,7,2,D,D,29.07.22,yellow,red,S24,R078,13,,,,,,top left,,top left
24248658,rec0016_doorchoice_20220802_123421.24248658,16,5,P.formosa,1,1,7,2,D,D,29.07.22,yellow,red,S24,R078,13,,,,,,top left,,top left
24248658,rec0019_doorchoice_20220802_140623.24248658,19,6,P.formosa,1,1,7,2,D,D,29.07.22,yellow,red,S24,R078,13,,,,,,top left,,top left
24248658,rec0022_doorchoice_20220802_163902.24248658,22,7,P.formosa,1,1,7,2,D,D,29.07.22,yellow,red,S24,R078,13,,,,,,top left,,top left
24248658,rec0001_doorchoice_20220801_103501.24248658,1,0,P.formosa,1,1,8,2,D,D,29.07.22,yellow,red,S24,R078,14,,,,,,top right,,top right
24248658,rec0004_doorchoice_20220801_125837.24248658,4,1,P.formosa,1,1,8,2,D,D,29.07.22,yellow,red,S24,R078,14,,,,,,top right,,top right
24248658,rec0007_doorchoice_20220801_144918.24248658,7,2,P.formosa,1,1,8,2,D,D,29.07.22,yellow,red,S24,R078,14,,,,,,top right,,top right
24248658,rec0010_doorchoice_20220801_163422.24248658,10,3,P.formosa,1,1,8,2,D,D,29.07.22,yellow,red,S24,R078,14,,,,,,top right,,top right
24248658,rec0013_doorchoice_20220802_103839.24248658,13,4,P.formosa,1,1,8,2,D,D,29.07.22,yellow,red,S24,R078,14,,,,,,top right,,top right
24248658,rec0016_doorchoice_20220802_123421.24248658,16,5,P.formosa,1,1,8,2,D,D,29.07.22,yellow,red,S24,R078,14,,,,,,top right,,top right
24248658,rec0019_doorchoice_20220802_140623.24248658,19,6,P.formosa,1,1,8,2,D,D,29.07.22,yellow,red,S24,R078,14,,,,,,top right,,top right
24248658,rec0022_doorchoice_20220802_163902.24248658,22,7,P.formosa,1,1,8,2,D,D,29.07.22,yellow,red,S24,R078,14,,,,,,top right,,top right
24248661,rec0002_doorchoice_20220801_103501.24248661,2,0,P.formosa,1,1,9,3,D,D,29.07.22,yellow,red,S24,R078,20,,,,,,bottom left,,bottom left
24248661,rec0005_doorchoice_20220801_125837.24248661,5,1,P.formosa,1,1,9,3,D,D,29.07.22,yellow,red,S24,R078,20,,,,,,bottom left,,bottom left
24248661,rec0008_doorchoice_20220801_144918.24248661,8,2,P.formosa,1,1,9,3,D,D,29.07.22,yellow,red,S24,R078,20,,,,,,bottom left,,bottom left
24248661,rec0011_doorchoice_20220801_163422.24248661,11,3,P.formosa,1,1,9,3,D,D,29.07.22,yellow,red,S24,R078,20,,,,,,bottom left,,bottom left
24248661,rec0014_doorchoice_20220802_103839.24248661,14,4,P.formosa,1,1,9,3,D,D,29.07.22,yellow,red,S24,R078,20,,,,,,bottom left,,bottom left
24248661,rec0017_doorchoice_20220802_123421.24248661,17,5,P.formosa,1,1,9,3,D,D,29.07.22,yellow,red,S24,R078,20,,,,,,bottom left,,bottom left
24248661,rec0020_doorchoice_20220802_140623.24248661,20,6,P.formosa,1,1,9,3,D,D,29.07.22,yellow,red,S24,R078,20,,,,,,bottom left,,bottom left
24248661,rec0023_doorchoice_20220802_163902.24248661,23,7,P.formosa,1,1,9,3,D,D,29.07.22,yellow,red,S24,R078,20,,,,,,bottom left,,bottom left
24248661,rec0002_doorchoice_20220801_103501.24248661,2,0,P.formosa,1,1,10,3,D,D,29.07.22,yellow,red,S24,R078,19,,,,,,bottom right,,bottom right
24248661,rec0005_doorchoice_20220801_125837.24248661,5,1,P.formosa,1,1,10,3,D,D,29.07.22,yellow,red,S24,R078,19,,,,,,bottom right,,bottom right
24248661,rec0008_doorchoice_20220801_144918.24248661,8,2,P.formosa,1,1,10,3,D,D,29.07.22,yellow,red,S24,R078,19,,,,,,bottom right,,bottom right
24248661,rec0011_doorchoice_20220801_163422.24248661,11,3,P.formosa,1,1,10,3,D,D,29.07.22,yellow,red,S24,R078,19,,,,,,bottom right,,bottom right
24248661,rec0014_doorchoice_20220802_103839.24248661,14,4,P.formosa,1,1,10,3,D,D,29.07.22,yellow,red,S24,R078,19,,,,,,bottom right,,bottom right
24248661,rec0017_doorchoice_20220802_123421.24248661,17,5,P.formosa,1,1,10,3,D,D,29.07.22,yellow,red,S24,R078,19,,,,,,bottom right,,bottom right
24248661,rec0020_doorchoice_20220802_140623.24248661,20,6,P.formosa,1,1,10,3,D,D,29.07.22,yellow,red,S24,R078,19,,,,,,bottom right,,bottom right
24248661,rec0023_doorchoice_20220802_163902.24248661,23,7,P.formosa,1,1,10,3,D,D,29.07.22,yellow,red,S24,R078,19,,,,,,bottom right,,bottom right
24248657,rec0000_doorchoice_20220801_103501.24248657,0,0,P.formosa,1,1,11,3,D,D,29.07.22,yellow,red,S24,R078,24,,,,,,bottom left,,bottom left
24248657,rec0003_doorchoice_20220801_125837.24248657,3,1,P.formosa,1,1,11,3,D,D,29.07.22,yellow,red,S24,R078,24,,,,,,bottom left,,bottom left
24248657,rec0006_doorchoice_20220801_144918.24248657,6,2,P.formosa,1,1,11,3,D,D,29.07.22,yellow,red,S24,R078,24,,,,,,bottom left,,bottom left
24248657,rec0009_doorchoice_20220801_163422.24248657,9,3,P.formosa,1,1,11,3,D,D,29.07.22,yellow,red,S24,R078,24,,,,,,bottom left,,bottom left
24248657,rec0012_doorchoice_20220802_103839.24248657,12,4,P.formosa,1,1,11,3,D,D,29.07.22,yellow,red,S24,R078,24,,,,,,bottom left,,bottom left
24248657,rec0015_doorchoice_20220802_123421.24248657,15,5,P.formosa,1,1,11,3,D,D,29.07.22,yellow,red,S24,R078,24,,,,,,bottom left,,bottom left
24248657,rec0018_doorchoice_20220802_140623.24248657,18,6,P.formosa,1,1,11,3,D,D,29.07.22,yellow,red,S24,R078,24,,,,,,bottom left,,bottom left
24248657,rec0021_doorchoice_20220802_163902.24248657,21,7,P.formosa,1,1,11,3,D,D,29.07.22,yellow,red,S24,R078,24,,,,,,bottom left,,bottom left
24248661,rec0002_doorchoice_20220801_103501.24248661,2,0,P.formosa,1,1,12,3,D,D,29.07.22,yellow,red,S24,R078,17,,,,,,top left,,top left
24248661,rec0005_doorchoice_20220801_125837.24248661,5,1,P.formosa,1,1,12,3,D,D,29.07.22,yellow,red,S24,R078,17,,,,,,top left,,top left
24248661,rec0008_doorchoice_20220801_144918.24248661,8,2,P.formosa,1,1,12,3,D,D,29.07.22,yellow,red,S24,R078,17,,,,,,top left,,top left
24248661,rec0011_doorchoice_20220801_163422.24248661,11,3,P.formosa,1,1,12,3,D,D,29.07.22,yellow,red,S24,R078,17,,,,,,top left,,top left
24248661,rec0014_doorchoice_20220802_103839.24248661,14,4,P.formosa,1,1,12,3,D,D,29.07.22,yellow,red,S24,R078,17,,,,,,top left,,top left
24248661,rec0017_doorchoice_20220802_123421.24248661,17,5,P.formosa,1,1,12,3,D,D,29.07.22,yellow,red,S24,R078,17,,,,,,top left,,top left
24248661,rec0020_doorchoice_20220802_140623.24248661,20,6,P.formosa,1,1,12,3,D,D,29.07.22,yellow,red,S24,R078,17,,,,,,top left,,top left
24248661,rec0023_doorchoice_20220802_163902.24248661,23,7,P.formosa,1,1,12,3,D,D,29.07.22,yellow,red,S24,R078,17,,,,,,top left,,top left
24248654,rec0001_colorchoice_20220801_103424.24248654,1,0,P.formosa,1,1,13,4,N,N,29.07.22,yellow,black,S24,R081,1,,x,x,,x,top left ,Erroneously trained,top left 
24248654,rec0004_colorchoice_20220801_125836.24248654,4,1,P.formosa,1,1,13,4,N,N,29.07.22,yellow,black,S24,R081,1,,x,x,,x,top left ,Erroneously trained,top left 
24248654,rec0007_colorchoice_20220801_144915.24248654,7,2,P.formosa,1,1,13,4,N,N,29.07.22,yellow,black,S24,R081,1,,x,x,,x,top left ,Erroneously trained,top left 
24248654,rec0010_colorchoice_20220801_163429.24248654,10,3,P.formosa,1,1,13,4,N,N,29.07.22,yellow,black,S24,R081,1,,x,x,,x,top left ,Erroneously trained,top left 
24248654,rec0013_colorchoice_20220802_103805.24248654,13,4,P.formosa,1,1,13,4,N,N,29.07.22,yellow,black,S24,R081,1,,x,x,,x,top left ,Erroneously trained,top left 
24248654,rec0016_colorchoice_20220802_123455.24248654,16,5,P.formosa,1,1,13,4,N,N,29.07.22,yellow,black,S24,R081,1,,x,x,,x,top left ,Erroneously trained,top left 
24248654,rec0019_colorchoice_20220802_140707.24248654,19,6,P.formosa,1,1,13,4,N,N,29.07.22,yellow,black,S24,R081,1,,x,x,,x,top left ,Erroneously trained,top left 
24248654,rec0022_colorchoice_20220802_163733.24248654,22,7,P.formosa,1,1,13,4,N,N,29.07.22,yellow,black,S24,R081,1,,x,x,,x,top left ,Erroneously trained,top left 
24248662,rec0002_colorchoice_20220801_103424.24248662,2,0,P.formosa,1,1,14,4,N,N,29.07.22,yellow,black,S24,R081,8,,x,x,,x,bottom left,Erroneously trained,bottom left
24248662,rec0005_colorchoice_20220801_125836.24248662,5,1,P.formosa,1,1,14,4,N,N,29.07.22,yellow,black,S24,R081,8,,x,x,,x,bottom left,Erroneously trained,bottom left
24248662,rec0008_colorchoice_20220801_144915.24248662,8,2,P.formosa,1,1,14,4,N,N,29.07.22,yellow,black,S24,R081,8,,x,x,,x,bottom left,Erroneously trained,bottom left
24248662,rec0011_colorchoice_20220801_163429.24248662,11,3,P.formosa,1,1,14,4,N,N,29.07.22,yellow,black,S24,R081,8,,x,x,,x,bottom left,Erroneously trained,bottom left
24248662,rec0014_colorchoice_20220802_103805.24248662,14,4,P.formosa,1,1,14,4,N,N,29.07.22,yellow,black,S24,R081,8,,x,x,,x,bottom left,Erroneously trained,bottom left
24248662,rec0017_colorchoice_20220802_123455.24248662,17,5,P.formosa,1,1,14,4,N,N,29.07.22,yellow,black,S24,R081,8,,x,x,,x,bottom left,Erroneously trained,bottom left
24248662,rec0020_colorchoice_20220802_140707.24248662,20,6,P.formosa,1,1,14,4,N,N,29.07.22,yellow,black,S24,R081,8,,x,x,,x,bottom left,Erroneously trained,bottom left
24248662,rec0023_colorchoice_20220802_163733.24248662,23,7,P.formosa,1,1,14,4,N,N,29.07.22,yellow,black,S24,R081,8,,x,x,,x,bottom left,Erroneously trained,bottom left
24248658,rec0001_doorchoice_20220801_103501.24248658,1,0,P.formosa,1,1,15,4,N,N,29.07.22,yellow,black,S24,R081,15,,,,,,bottom right,Erroneously trained,bottom right
24248658,rec0004_doorchoice_20220801_125837.24248658,4,1,P.formosa,1,1,15,4,N,N,29.07.22,yellow,black,S24,R081,15,,,,,,bottom right,Erroneously trained,bottom right
24248658,rec0007_doorchoice_20220801_144918.24248658,7,2,P.formosa,1,1,15,4,N,N,29.07.22,yellow,black,S24,R081,15,,,,,,bottom right,Erroneously trained,bottom right
24248658,rec0010_doorchoice_20220801_163422.24248658,10,3,P.formosa,1,1,15,4,N,N,29.07.22,yellow,black,S24,R081,15,,,,,,bottom right,Erroneously trained,bottom right
24248658,rec0013_doorchoice_20220802_103839.24248658,13,4,P.formosa,1,1,15,4,N,N,29.07.22,yellow,black,S24,R081,15,,,,,,bottom right,Erroneously trained,bottom right
24248658,rec0016_doorchoice_20220802_123421.24248658,16,5,P.formosa,1,1,15,4,N,N,29.07.22,yellow,black,S24,R081,15,,,,,,bottom right,Erroneously trained,bottom right
24248658,rec0019_doorchoice_20220802_140623.24248658,19,6,P.formosa,1,1,15,4,N,N,29.07.22,yellow,black,S24,R081,15,,,,,,bottom right,Erroneously trained,bottom right
24248658,rec0022_doorchoice_20220802_163902.24248658,22,7,P.formosa,1,1,15,4,N,N,29.07.22,yellow,black,S24,R081,15,,,,,,bottom right,Erroneously trained,bottom right
24248657,rec0000_doorchoice_20220801_103501.24248657,0,0,P.formosa,1,1,16,4,N,N,29.07.22,yellow,black,S24,R081,23,,,,,,bottom right,Erroneously trained,bottom right
24248657,rec0003_doorchoice_20220801_125837.24248657,3,1,P.formosa,1,1,16,4,N,N,29.07.22,yellow,black,S24,R081,23,,,,,,bottom right,Erroneously trained,bottom right
24248657,rec0006_doorchoice_20220801_144918.24248657,6,2,P.formosa,1,1,16,4,N,N,29.07.22,yellow,black,S24,R081,23,,,,,,bottom right,Erroneously trained,bottom right
24248657,rec0009_doorchoice_20220801_163422.24248657,9,3,P.formosa,1,1,16,4,N,N,29.07.22,yellow,black,S24,R081,23,,,,,,bottom right,Erroneously trained,bottom right
24248657,rec0012_doorchoice_20220802_103839.24248657,12,4,P.formosa,1,1,16,4,N,N,29.07.22,yellow,black,S24,R081,23,,,,,,bottom right,Erroneously trained,bottom right
24248657,rec0015_doorchoice_20220802_123421.24248657,15,5,P.formosa,1,1,16,4,N,N,29.07.22,yellow,black,S24,R081,23,,,,,,bottom right,Erroneously trained,bottom right
24248657,rec0018_doorchoice_20220802_140623.24248657,18,6,P.formosa,1,1,16,4,N,N,29.07.22,yellow,black,S24,R081,23,,,,,,bottom right,Erroneously trained,bottom right
24248657,rec0021_doorchoice_20220802_163902.24248657,21,7,P.formosa,1,1,16,4,N,N,29.07.22,yellow,black,S24,R081,23,,,,,,bottom right,Erroneously trained,bottom right
24248662,rec0002_colorchoice_20220801_103424.24248662,2,0,P.formosa,1,5,17,5,C,C,29.07.22,blue,orange,S26,R083,5,,x,x,,x,top left,ID 17 Died & replaced with ID 99 on day 2,top left
24248662,rec0005_colorchoice_20220801_125836.24248662,5,1,P.formosa,1,5,17,5,C,C,29.07.22,blue,orange,S26,R083,5,,x,x,,x,top left,ID 17 Died & replaced with ID 99 on day 2,top left
24248662,rec0008_colorchoice_20220801_144915.24248662,8,2,P.formosa,1,5,17,5,C,C,29.07.22,blue,orange,S26,R083,5,,x,x,,x,top left,ID 17 Died & replaced with ID 99 on day 2,top left
24248662,rec0011_colorchoice_20220801_163429.24248662,11,3,P.formosa,1,5,17,5,C,C,29.07.22,blue,orange,S26,R083,5,,x,x,,x,top left,ID 17 Died & replaced with ID 99 on day 2,top left
24248662,rec0014_colorchoice_20220802_103805.24248662,14,0,P.formosa,1,5,99,5,C,C,29.07.22,blue,orange,S26,R083,5,,x,x,,x,top left,ID 17 Died & replaced with ID 99 on day 2,top left
24248662,rec0017_colorchoice_20220802_123455.24248662,17,1,P.formosa,1,5,99,5,C,C,29.07.22,blue,orange,S26,R083,5,,x,x,,x,top left,ID 17 Died & replaced with ID 99 on day 2,top left
24248662,rec0020_colorchoice_20220802_140707.24248662,20,2,P.formosa,1,5,99,5,C,C,29.07.22,blue,orange,S26,R083,5,,x,x,,x,top left,ID 17 Died & replaced with ID 99 on day 2,top left
24248662,rec0023_colorchoice_20220802_163733.24248662,23,3,P.formosa,1,5,99,5,C,C,29.07.22,blue,orange,S26,R083,5,,x,x,,x,top left,ID 17 Died & replaced with ID 99 on day 2,top left
24248654,rec0001_colorchoice_20220801_103424.24248654,1,0,P.formosa,1,5,18,5,C,C,29.07.22,blue,orange,S26,R083,2,,x,x,,x,top right,,top right
24248654,rec0004_colorchoice_20220801_125836.24248654,4,1,P.formosa,1,5,18,5,C,C,29.07.22,blue,orange,S26,R083,2,,x,x,,x,top right,,top right
24248654,rec0007_colorchoice_20220801_144915.24248654,7,2,P.formosa,1,5,18,5,C,C,29.07.22,blue,orange,S26,R083,2,,x,x,,x,top right,,top right
24248654,rec0010_colorchoice_20220801_163429.24248654,10,3,P.formosa,1,5,18,5,C,C,29.07.22,blue,orange,S26,R083,2,,x,x,,x,top right,,top right
24248654,rec0013_colorchoice_20220802_103805.24248654,13,4,P.formosa,1,5,18,5,C,C,29.07.22,blue,orange,S26,R083,2,,x,x,,x,top right,,top right
24248654,rec0016_colorchoice_20220802_123455.24248654,16,5,P.formosa,1,5,18,5,C,C,29.07.22,blue,orange,S26,R083,2,,x,x,,x,top right,,top right
24248654,rec0019_colorchoice_20220802_140707.24248654,19,6,P.formosa,1,5,18,5,C,C,29.07.22,blue,orange,S26,R083,2,,x,x,,x,top right,,top right
24248654,rec0022_colorchoice_20220802_163733.24248654,22,7,P.formosa,1,5,18,5,C,C,29.07.22,blue,orange,S26,R083,2,,x,x,,x,top right,,top right
24248653,rec0000_colorchoice_20220801_103424.24248653,0,0,P.formosa,1,5,19,5,C,C,29.07.22,blue,orange,S26,R083,9,,x,x,,x,top left,,top left
24248653,rec0003_colorchoice_20220801_125836.24248653,3,1,P.formosa,1,5,19,5,C,C,29.07.22,blue,orange,S26,R083,9,,x,x,,x,top left,,top left
24248653,rec0006_colorchoice_20220801_144915.24248653,6,2,P.formosa,1,5,19,5,C,C,29.07.22,blue,orange,S26,R083,9,,x,x,,x,top left,,top left
24248653,rec0009_colorchoice_20220801_163429.24248653,9,3,P.formosa,1,5,19,5,C,C,29.07.22,blue,orange,S26,R083,9,,x,x,,x,top left,,top left
24248653,rec0012_colorchoice_20220802_103805.24248653,12,4,P.formosa,1,5,19,5,C,C,29.07.22,blue,orange,S26,R083,9,,x,x,,x,top left,,top left
24248653,rec0015_colorchoice_20220802_123455.24248653,15,5,P.formosa,1,5,19,5,C,C,29.07.22,blue,orange,S26,R083,9,,x,x,,x,top left,,top left
24248653,rec0018_colorchoice_20220802_140707.24248653,18,6,P.formosa,1,5,19,5,C,C,29.07.22,blue,orange,S26,R083,9,,x,x,,x,top left,,top left
24248653,rec0021_colorchoice_20220802_163733.24248653,21,7,P.formosa,1,5,19,5,C,C,29.07.22,blue,orange,S26,R083,9,,x,x,,x,top left,,top left
24248654,rec0001_colorchoice_20220801_103424.24248654,1,0,P.formosa,1,5,20,5,C,C,29.07.22,blue,orange,S26,R083,4,,x,x,,x,bottom left,,bottom left
24248654,rec0004_colorchoice_20220801_125836.24248654,4,1,P.formosa,1,5,20,5,C,C,29.07.22,blue,orange,S26,R083,4,,x,x,,x,bottom left,,bottom left
24248654,rec0007_colorchoice_20220801_144915.24248654,7,2,P.formosa,1,5,20,5,C,C,29.07.22,blue,orange,S26,R083,4,,x,x,,x,bottom left,,bottom left
24248654,rec0010_colorchoice_20220801_163429.24248654,10,3,P.formosa,1,5,20,5,C,C,29.07.22,blue,orange,S26,R083,4,,x,x,,x,bottom left,,bottom left
24248654,rec0013_colorchoice_20220802_103805.24248654,13,4,P.formosa,1,5,20,5,C,C,29.07.22,blue,orange,S26,R083,4,,x,x,,x,bottom left,,bottom left
24248654,rec0016_colorchoice_20220802_123455.24248654,16,5,P.formosa,1,5,20,5,C,C,29.07.22,blue,orange,S26,R083,4,,x,x,,x,bottom left,,bottom left
